op_id,h1,h2,op_type,input_shape,weight_shape,weight_pos,output_shape,depends_on,layer_idx,block,sub_block,depth,module_path,raw_op,params,phase,unmapped,caveat
137,linear_attn,,constant_pad_nd,"[[B, n_h_lin_v, T, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[127],0,linear_attn,,1,model.layers.0.linear_attn,aten.constant_pad_nd.default,[],prefill,True,
138,linear_attn,,constant_pad_nd,"[[B, n_h_lin_v, T, d_head_lin_v]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",[130],0,linear_attn,,1,model.layers.0.linear_attn,aten.constant_pad_nd.default,[],prefill,True,
139,linear_attn,,constant_pad_nd,"[[B, n_h_lin_v, T]]",,,"[[B, n_h_lin_v, d_chunk]]",[133],0,linear_attn,,1,model.layers.0.linear_attn,aten.constant_pad_nd.default,[],prefill,True,
140,linear_attn,,constant_pad_nd,"[[B, n_h_lin_v, T]]",,,"[[B, n_h_lin_v, d_chunk]]",[135],0,linear_attn,,1,model.layers.0.linear_attn,aten.constant_pad_nd.default,[],prefill,True,
141,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",[136],0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
142,linear_attn,,unsqueeze,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, 1]]",[139],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
143,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_head_lin_v], [B, n_h_lin_v, d_chunk, 1]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]","[138, 142]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
144,linear_attn,,unsqueeze,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, d_chunk, 1]]",[139],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
145,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, d_chunk, d_head_lin_k], [B, n_h_lin_v, d_chunk, 1]]",,,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]","[137, 144]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
146,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[141],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
147,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[137],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
148,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",[138],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
149,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[145],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
150,linear_attn,,view,"[[B, n_h_lin_v, d_chunk, d_head_lin_v]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_v]]",[143],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
151,linear_attn,,view,"[[B, n_h_lin_v, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[140],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
152,linear_attn,,ones,[],,,"[[d_chunk, d_chunk]]",[],0,linear_attn,,1,model.layers.0.linear_attn,aten.ones.default,[],prefill,True,
153,linear_attn,,triu,"[[d_chunk, d_chunk]]",,,"[[d_chunk, d_chunk]]",[152],0,linear_attn,,1,model.layers.0.linear_attn,aten.triu.default,[],prefill,True,
154,linear_attn,,cumsum,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[151],0,linear_attn,,1,model.layers.0.linear_attn,aten.cumsum.default,[],prefill,False,
155,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, 1]]",[154],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
156,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 1, d_chunk]]",[154],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
157,linear_attn,,sub,"[[B, n_h_lin_v, 1, d_chunk, 1], [B, n_h_lin_v, 1, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]","[155, 156]",0,linear_attn,,1,model.layers.0.linear_attn,aten.sub.Tensor,[],prefill,True,
158,linear_attn,,tril,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[157],0,linear_attn,,1,model.layers.0.linear_attn,aten.tril.default,[],prefill,True,
159,linear_attn,,exp,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[158],0,linear_attn,,1,model.layers.0.linear_attn,aten.exp.default,[],prefill,False,
160,linear_attn,,tril,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[159],0,linear_attn,,1,model.layers.0.linear_attn,aten.tril.default,[],prefill,True,
161,linear_attn,,transpose,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_head_lin_k, d_chunk]]",[147],0,linear_attn,,1,model.layers.0.linear_attn,aten.transpose.int,[],prefill,True,
162,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",[149],0,linear_attn,,1,model.layers.0.linear_attn,aten.expand.default,[],prefill,True,
163,linear_attn,,view,"[[B, n_h_lin_v, 1, d_chunk, d_head_lin_k]]",,,"[[n_h_lin_v, d_chunk, d_head_lin_k]]",[162],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
164,linear_attn,,expand,"[[B, n_h_lin_v, 1, d_head_lin_k, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_head_lin_k, d_chunk]]",[161],0,linear_attn,,1,model.layers.0.linear_attn,aten.expand.default,[],prefill,True,
165,linear_attn,,view,"[[B, n_h_lin_v, 1, d_head_lin_k, d_chunk]]",,,"[[n_h_lin_v, d_head_lin_k, d_chunk]]",[164],0,linear_attn,,1,model.layers.0.linear_attn,aten.view.default,[],prefill,True,
166,linear_attn,,batched_matmul,"[[n_h_lin_v, d_chunk, d_head_lin_k], [n_h_lin_v, d_head_lin_k, d_chunk]]",,,"[[n_h_lin_v, d_chunk, d_chunk]]","[163, 165]",0,linear_attn,,1,model.layers.0.linear_attn,aten.bmm.default,[],prefill,False,
167,linear_attn,,_unsafe_view,"[[n_h_lin_v, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[166],0,linear_attn,,1,model.layers.0.linear_attn,aten._unsafe_view.default,[],prefill,True,
168,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, d_chunk, d_chunk], [B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]","[160, 167]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
169,linear_attn,,masked_fill,"[[B, n_h_lin_v, 1, d_chunk, d_chunk], [d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]","[153, 168]",0,linear_attn,,1,model.layers.0.linear_attn,aten.masked_fill.Scalar,[],prefill,True,
170,linear_attn,,neg,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",[169],0,linear_attn,,1,model.layers.0.linear_attn,aten.neg.default,[],prefill,False,
171,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
172,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 1]]",[171],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
173,linear_attn,,clone,"[[B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]",[172],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
174,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 1, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
175,linear_attn,,slice,"[[B, n_h_lin_v, 1, 1, 64]]",,,"[[B, n_h_lin_v, 1, 1, 1]]",[174],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
176,linear_attn,,clone,"[[B, n_h_lin_v, 1, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1, 1]]",[175],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
177,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1, 1]]",[173],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
178,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 1, 1], [B, n_h_lin_v, 1, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1, 1]]","[176, 177]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
179,linear_attn,,sum,"[[B, n_h_lin_v, 1, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]",[178],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
180,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 1], [B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[173, 179]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
181,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
182,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 1]]",[181],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
183,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 1], [B, n_h_lin_v, 1, 1]]",,,"[[B, n_h_lin_v, 1, 1]]","[180, 182]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
184,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
185,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2]]",[184],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
186,linear_attn,,clone,"[[B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]",[185],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
187,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
188,linear_attn,,slice,"[[B, n_h_lin_v, 1, 2, 64]]",,,"[[B, n_h_lin_v, 1, 2, 2]]",[187],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
189,linear_attn,,clone,"[[B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2, 2]]",[188],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
190,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2, 1]]",[186],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
191,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 2, 1], [B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2, 2]]","[189, 190]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
192,linear_attn,,sum,"[[B, n_h_lin_v, 1, 2, 2]]",,,"[[B, n_h_lin_v, 1, 2]]",[191],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
193,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 2], [B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]","[186, 192]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
194,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
195,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 2]]",[194],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
196,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 2], [B, n_h_lin_v, 1, 2]]",,,"[[B, n_h_lin_v, 1, 2]]","[193, 195]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
197,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
198,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3]]",[197],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
199,linear_attn,,clone,"[[B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]",[198],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
200,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
201,linear_attn,,slice,"[[B, n_h_lin_v, 1, 3, 64]]",,,"[[B, n_h_lin_v, 1, 3, 3]]",[200],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
202,linear_attn,,clone,"[[B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3, 3]]",[201],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
203,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3, 1]]",[199],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
204,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 3, 1], [B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3, 3]]","[202, 203]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
205,linear_attn,,sum,"[[B, n_h_lin_v, 1, 3, 3]]",,,"[[B, n_h_lin_v, 1, 3]]",[204],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
206,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 3], [B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]","[199, 205]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
207,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
208,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 3]]",[207],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
209,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 3], [B, n_h_lin_v, 1, 3]]",,,"[[B, n_h_lin_v, 1, 3]]","[206, 208]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
210,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
211,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4]]",[210],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
212,linear_attn,,clone,"[[B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]",[211],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
213,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
214,linear_attn,,slice,"[[B, n_h_lin_v, 1, 4, 64]]",,,"[[B, n_h_lin_v, 1, 4, 4]]",[213],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
215,linear_attn,,clone,"[[B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4, 4]]",[214],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
216,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4, 1]]",[212],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
217,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 4, 1], [B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4, 4]]","[215, 216]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
218,linear_attn,,sum,"[[B, n_h_lin_v, 1, 4, 4]]",,,"[[B, n_h_lin_v, 1, 4]]",[217],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
219,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 4], [B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]","[212, 218]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
220,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
221,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 4]]",[220],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
222,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 4], [B, n_h_lin_v, 1, 4]]",,,"[[B, n_h_lin_v, 1, 4]]","[219, 221]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
223,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
224,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5]]",[223],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
225,linear_attn,,clone,"[[B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]",[224],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
226,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
227,linear_attn,,slice,"[[B, n_h_lin_v, 1, 5, 64]]",,,"[[B, n_h_lin_v, 1, 5, 5]]",[226],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
228,linear_attn,,clone,"[[B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5, 5]]",[227],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
229,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5, 1]]",[225],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
230,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 5, 1], [B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5, 5]]","[228, 229]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
231,linear_attn,,sum,"[[B, n_h_lin_v, 1, 5, 5]]",,,"[[B, n_h_lin_v, 1, 5]]",[230],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
232,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 5], [B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]","[225, 231]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
233,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
234,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 5]]",[233],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
235,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 5], [B, n_h_lin_v, 1, 5]]",,,"[[B, n_h_lin_v, 1, 5]]","[232, 234]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
236,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
237,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6]]",[236],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
238,linear_attn,,clone,"[[B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]",[237],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
239,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
240,linear_attn,,slice,"[[B, n_h_lin_v, 1, 6, 64]]",,,"[[B, n_h_lin_v, 1, 6, 6]]",[239],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
241,linear_attn,,clone,"[[B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6, 6]]",[240],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
242,linear_attn,,unsqueeze,"[[B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6, 1]]",[238],0,linear_attn,,1,model.layers.0.linear_attn,aten.unsqueeze.default,[],prefill,True,
243,linear_attn,,elementwise_mul,"[[B, n_h_lin_v, 1, 6, 1], [B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6, 6]]","[241, 242]",0,linear_attn,,1,model.layers.0.linear_attn,aten.mul.Tensor,[],prefill,False,
244,linear_attn,,sum,"[[B, n_h_lin_v, 1, 6, 6]]",,,"[[B, n_h_lin_v, 1, 6]]",[243],0,linear_attn,,1,model.layers.0.linear_attn,aten.sum.dim_IntList,[],prefill,True,
245,linear_attn,,elementwise_add,"[[B, n_h_lin_v, 1, 6], [B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]","[238, 244]",0,linear_attn,,1,model.layers.0.linear_attn,aten.add.Tensor,[],prefill,False,
246,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
247,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 6]]",[246],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
248,linear_attn,,copy_,"[[B, n_h_lin_v, 1, 6], [B, n_h_lin_v, 1, 6]]",,,"[[B, n_h_lin_v, 1, 6]]","[245, 247]",0,linear_attn,,1,model.layers.0.linear_attn,aten.copy_.default,[],prefill,True,
249,linear_attn,,select,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, d_chunk]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.select.int,[],prefill,True,
250,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk]]",,,"[[B, n_h_lin_v, 1, 7]]",[249],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
251,linear_attn,,clone,"[[B, n_h_lin_v, 1, 7]]",,,"[[B, n_h_lin_v, 1, 7]]",[250],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
252,linear_attn,,slice,"[[B, n_h_lin_v, 1, d_chunk, d_chunk]]",,,"[[B, n_h_lin_v, 1, 7, 64]]",[170],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
253,linear_attn,,slice,"[[B, n_h_lin_v, 1, 7, 64]]",,,"[[B, n_h_lin_v, 1, 7, 7]]",[252],0,linear_attn,,1,model.layers.0.linear_attn,aten.slice.Tensor,[],prefill,True,
254,linear_attn,,clone,"[[B, n_h_lin_v, 1, 7, 7]]",,,"[[B, n_h_lin_v, 1, 7, 7]]",[253],0,linear_attn,,1,model.layers.0.linear_attn,aten.clone.default,[],prefill,True,
